"year","naics_2digit","initial_approvals","initial_denials","continuing_approvals","continuing_denials","total_approvals","total_denials","total_applications","denial_rate","total_employment","AVG_WAGE","inflation_rate","pre_period_employment","h1b_dependency_current","h1b_dependency_preperiod","real_wage","avg_preperiod_dependency","post_treatment","high_dependency_median","high_dependency_top25","high_dependency_top10","did_median","did_top25","did_top10","did_continuous","triple_int_median","triple_int_top25","log_wage","log_real_wage","naics_factor","year_factor","industry_category"
2016,"53",287,49,542,32,829,81,910,0.089010989010989,10505780,58985.2288733333,1.2616,10042336,8.66189849777932e-05,9.06163665505715e-05,58250.3425517011,8.26500925681037e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9850423334639,10.9725052521266,"53","2016","Real Estate and Rental and Leasing"
2016,"54",47180,8849,98593,9086,145773,17935,163708,0.109554817113397,43677460,62292.79843,1.2616,41218136,0.00374811172627712,0.00397174680582353,61516.7036961691,0.00336569805097445,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,11.0396011030698,11.0270640217325,"54","2016","Professional Services"
2016,"55",361,11,602,19,963,30,993,0.0302114803625378,11483980,63249.07098,1.2616,10870078,8.64682801607108e-05,9.1351690392654e-05,62461.0622190445,0.000106714965614782,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,11.0548357184187,11.0422986370813,"55","2016","Management of Companies and Enterprises"
2016,"56",1031,198,1849,140,2880,338,3218,0.105034182722188,44965700,55939.869185,1.2616,42503574,7.15656600475473e-05,7.57112801855204e-05,55242.9244501371,6.5138051684783e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9320326282656,10.9194955469282,"56","2016","Administrative and Support Services"
2016,"61",12203,440,11433,413,23636,853,24489,0.0348319653722079,64871310,55630.34612,1.2616,51184228,0.000377501240532988,0.000478448165712297,54937.2576771451,0.000475607446887741,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,10.9264841248727,10.9139470435353,"61","2016","Educational Services"
2016,"62",5269,376,8439,286,13708,662,14370,0.0460681976339596,96074300,53423.5344425,1.2616,92019372,0.00014957173770717,0.000156162769726357,52757.9402680779,0.000155499865832599,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.8860066477568,10.8734695664194,"62","2016","Healthcare"
2016,"71",173,45,280,23,453,68,521,0.130518234165067,11469150,50048.39695,1.2616,10534054,4.54262085682025e-05,4.9458641468897e-05,49424.8530044953,5.93693558054667e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.8207457552594,10.808208673922,"71","2016","Arts, Entertainment, and Recreation"
2016,"72",227,77,568,44,795,121,916,0.132096069868996,66646460,41765.246665,1.2616,62316340,1.37441658566712e-05,1.46991944648867e-05,41244.900994059,1.5931616009541e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.6398198531944,10.627282771857,"72","2016","Accommodation and Food Services"
2016,"81",448,77,685,34,1133,111,1244,0.0892282958199357,20175250,51029.3263766667,1.2616,19571198,6.16597068189985e-05,6.35627926302723e-05,50393.5612084607,6.67818086557604e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.8401557734353,10.8276186920979,"81","2016","Other Services"
2017,"11",72,10,136,4,208,14,222,0.0630630630630631,2084690,49808.530725,2.1301,2028730,0.00010649065328658,0.00010942806583429,48769.6876092357,0.000141270647153638,TRUE,TRUE,FALSE,FALSE,1,0,0,0.000141270647153638,0.0630630630630631,0,10.8159415480414,10.7948642432958,"11","2017","Agriculture, Forestry, Fishing and Hunting"
2017,"21",223,5,675,38,898,43,941,0.0456960680127524,2912420,70728.9552766667,2.1301,3852506,0.000323099003577781,0.000244256595577009,69253.780498273,0.000366203193453819,TRUE,TRUE,FALSE,FALSE,1,0,0,0.000366203193453819,0.0456960680127524,0,11.166610319338,11.1455330145923,"21","2017","Mining, Quarrying, and Oil and Gas Extraction"
2017,"22",158,7,556,7,714,14,728,0.0192307692307692,2754120,75766.26923,2.1301,2741150,0.00026433125644489,0.000265581963774328,74186.0325506388,0.0002949856811922,TRUE,TRUE,FALSE,FALSE,1,0,0,0.0002949856811922,0.0192307692307692,0,11.2354084756242,11.2143311708786,"22","2017","Utilities"
2017,"23",486,53,698,31,1184,84,1268,0.0662460567823344,34477520,58495.95027,2.1301,30492796,3.67775872510552e-05,4.15835923999885e-05,57275.9159836326,4.14130603175911e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,4.14130603175911e-05,0,0,10.9767128046699,10.9556354999242,"23","2017","Construction"
2017,"31-33",9448,339,17462,440,26910,779,27689,0.0281339159955217,60665200,59149.1507171429,2.1301,60255010,0.000456423122317243,0.00045953025316899,57915.4928049056,0.000457588505918429,TRUE,TRUE,TRUE,FALSE,1,1,0,0.000457588505918429,0.0281339159955217,0.0281339159955217,10.9878175111825,10.9667402064368,"31-33","2017","Manufacturing"
2017,"42",870,164,2602,108,3472,272,3744,0.0726495726495727,29179110,57741.3636266667,2.1301,28696212,0.000128310973158537,0.000130470181918087,56537.0675507678,0.000125696032633157,TRUE,FALSE,FALSE,FALSE,0,0,0,0.000125696032633157,0,0,10.9637290696105,10.9426517648648,"42","2017","Wholesale Trade"
2017,"44-45",1758,140,5131,139,6889,279,7168,0.0389229910714286,79786960,46882.84115,2.1301,77136482,8.98392419011828e-05,9.29261980083562e-05,45905.0183540406,8.67164255689027e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,8.67164255689027e-05,0,0,10.75540702715,10.7343297224043,"44-45","2017","Retail Trade"
2017,"48-49",285,49,947,27,1232,76,1308,0.0581039755351682,28258230,62827.6609981818,2.1301,25403244,4.62874001662524e-05,5.14894869332436e-05,61517.2813873499,4.92850440676002e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,4.92850440676002e-05,0,0,11.048150717236,11.0270734124903,"48-49","2017","Transportation and Warehousing"
2017,"51",4686,275,11989,335,16675,610,17285,0.0352907144923344,13953710,70464.0014266667,2.1301,13556686,0.00123873865803431,0.0012750166227941,68994.3527193909,0.000987999574527285,TRUE,TRUE,TRUE,TRUE,1,1,1,0.000987999574527285,0.0352907144923344,0.0352907144923344,11.1628572403291,11.1417799355834,"51","2017","Information Technology"
2017,"52",4016,205,13972,259,17988,464,18452,0.0251463256015608,29245780,78868.117834,2.1301,28095322,0.000630928633122454,0.000656764140307771,77223.186733392,0.000553942752462492,TRUE,TRUE,TRUE,FALSE,1,1,0,0.000553942752462492,0.0251463256015608,0.0251463256015608,11.2755323419511,11.2544550372054,"52","2017","Finance and Insurance"
2017,"53",248,53,532,32,780,85,865,0.0982658959537572,10696670,60286.96637,2.1301,10042336,8.08662882934595e-05,8.61353374354334e-05,59029.5773430164,8.26500925681037e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,8.26500925681037e-05,0,0,11.0068712129178,10.9857939081721,"53","2017","Real Estate and Rental and Leasing"
2017,"54",42468,12052,99591,12898,142059,24950,167009,0.149393146477136,44224340,62987.42409,2.1301,41218136,0.00377640457720794,0.00405183291160959,61673.7123433738,0.00336569805097445,TRUE,TRUE,TRUE,TRUE,1,1,1,0.00336569805097445,0.149393146477136,0.149393146477136,11.0506903678284,11.0296130630827,"54","2017","Professional Services"
2017,"55",319,15,375,14,694,29,723,0.0401106500691563,11597920,64416.55135,2.1301,10870078,6.23387641922e-05,6.65128621892134e-05,63073.0326808649,0.000106714965614782,TRUE,FALSE,FALSE,FALSE,0,0,0,0.000106714965614782,0,0,11.0731258876118,11.0520485828661,"55","2017","Management of Companies and Enterprises"
2017,"56",1087,164,2038,135,3125,299,3424,0.0873247663551402,44897940,56809.551205,2.1301,42503574,7.62618507664271e-05,8.05579314341895e-05,55624.6896899151,6.5138051684783e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,6.5138051684783e-05,0,0,10.9474597455904,10.9263824408447,"56","2017","Administrative and Support Services"
2017,"61",10813,409,13178,407,23991,816,24807,0.0328939412262668,65124350,56542.67364,2.1301,51184228,0.000380917429502175,0.00048466101706174,55363.3783184389,0.000475607446887741,TRUE,TRUE,TRUE,FALSE,1,1,0,0.000475607446887741,0.0328939412262668,0.0328939412262668,10.9427509177136,10.9216736129679,"61","2017","Educational Services"
2017,"62",5227,320,9258,346,14485,666,15151,0.0439574945548149,100753060,54765.89548,2.1301,92019372,0.000150377566696237,0.000164650113021854,53623.6579421738,0.000155499865832599,TRUE,TRUE,FALSE,FALSE,1,0,0,0.000155499865832599,0.0439574945548149,0,10.9108229339434,10.8897456291978,"62","2017","Healthcare"
2017,"71",157,32,238,15,395,47,442,0.106334841628959,11714700,50280.8929666667,2.1301,10534054,3.77303729502249e-05,4.19591545667034e-05,49232.1979187983,5.93693558054667e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,5.93693558054667e-05,0,0,10.8253804224245,10.8043031176788,"71","2017","Arts, Entertainment, and Recreation"
2017,"72",197,66,532,37,729,103,832,0.123798076923077,68045560,43432.197495,2.1301,62316340,1.22271019593343e-05,1.33512334004211e-05,42526.3438447627,1.5931616009541e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,1.5931616009541e-05,0,0,10.6789563227982,10.6578790180525,"72","2017","Accommodation and Food Services"
2017,"81",323,73,608,24,931,97,1028,0.0943579766536965,20644450,52379.1545433333,2.1301,19571198,4.97954656094011e-05,5.25261662571704e-05,51286.6966186593,6.67818086557604e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,6.67818086557604e-05,0,0,10.8662639771016,10.8451866723559,"81","2017","Other Services"
2018,"11",97,51,165,57,262,108,370,0.291891891891892,2099210,51076.107405,2.4426,2028730,0.000176256782313346,0.000182380109723817,49858.2693186233,0.000141270647153638,TRUE,TRUE,FALSE,FALSE,1,0,0,0.000141270647153638,0.291891891891892,0,10.8410721013891,10.8169396456573,"11","2018","Agriculture, Forestry, Fishing and Hunting"
2018,"21",360,24,1210,64,1570,88,1658,0.0530759951749095,3218560,71687.35991,2.4426,3852506,0.00051513720421555,0.000430369219411988,69978.0754393192,0.000366203193453819,TRUE,TRUE,FALSE,FALSE,1,0,0,0.000366203193453819,0.0530759951749095,0,11.1800697196937,11.1559372639619,"21","2018","Mining, Quarrying, and Oil and Gas Extraction"
2018,"22",382,44,1060,28,1442,72,1514,0.047556142668428,2762990,77752.35632,2.4426,2741150,0.000547957104441203,0.000552322930157051,75898.4605232589,0.0002949856811922,TRUE,TRUE,FALSE,FALSE,1,0,0,0.0002949856811922,0.047556142668428,0,11.2612841359488,11.237151680217,"22","2018","Utilities"
2018,"23",1554,318,1499,124,3053,442,3495,0.126466380543634,35752920,59181.5853433333,2.4426,30492796,9.77542533588865e-05,0.000114617236149811,57770.4835130437,4.14130603175911e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,4.14130603175911e-05,0,0,10.9883657140938,10.964233258362,"23","2018","Construction"
2018,"31-33",20343,1701,39851,1610,60194,3311,63505,0.0521376269585072,61875420,60517.0249961905,2.4426,60255010,0.0010263364676959,0.00105393725766538,59074.0814819133,0.000457588505918429,TRUE,TRUE,TRUE,FALSE,1,1,0,0.000457588505918429,0.0521376269585072,0.0521376269585072,11.0106800093277,10.9865475535959,"31-33","2018","Manufacturing"
2018,"42",2265,742,6166,351,8431,1093,9524,0.114762704745905,28944330,59171.88121,2.4426,28696212,0.000329045446897544,0.000331890494815134,57761.0107611482,0.000125696032633157,TRUE,FALSE,FALSE,FALSE,0,0,0,0.000125696032633157,0,0,10.9882017284728,10.964069272741,"42","2018","Wholesale Trade"
2018,"44-45",4912,808,12733,697,17645,1505,19150,0.0785900783289817,78995730,48259.6783441667,2.4426,77136482,0.000242418166146449,0.000248261257234936,47108.9940553702,8.67164255689027e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,8.67164255689027e-05,0,0,10.784351674096,10.7602192183642,"44-45","2018","Retail Trade"
2018,"48-49",957,238,2460,152,3417,390,3807,0.102442868400315,29918000,63870.58928,2.4426,25403244,0.000127247810682532,0.000149862749812583,62347.6847327186,4.92850440676002e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,4.92850440676002e-05,0,0,11.0646142727539,11.0404818170221,"48-49","2018","Transportation and Warehousing"
2018,"51",10090,1265,28644,1413,38734,2678,41412,0.0646672462088284,13915530,71902.365645,2.4426,13556686,0.0029759556409278,0.00305472886220128,70187.9546643681,0.000987999574527285,TRUE,TRUE,TRUE,TRUE,1,1,1,0.000987999574527285,0.0646672462088284,0.0646672462088284,11.1830644450455,11.1589319893137,"51","2018","Information Technology"
2018,"52",11488,1423,38196,1633,49684,3056,52740,0.0579446340538491,29342450,81376.35735,2.4426,28095322,0.00179739592297167,0.00187718083458876,79436.0523356494,0.000553942752462492,TRUE,TRUE,TRUE,FALSE,1,1,0,0.000553942752462492,0.0579446340538491,0.0579446340538491,11.3068400595561,11.2827076038243,"52","2018","Finance and Insurance"
2018,"53",685,291,1402,109,2087,400,2487,0.160836349014877,10910670,61967.4459166667,2.4426,10042336,0.000227942005394719,0.000247651542429969,60489.9191514728,8.26500925681037e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,8.26500925681037e-05,0,0,11.0343644602717,11.0102320045399,"53","2018","Real Estate and Rental and Leasing"
2018,"54",79033,43211,200379,40464,279412,83675,363087,0.230454408998394,45562600,63928.94072,2.4426,41218136,0.00796897016412584,0.0088089136296702,62404.6448645388,0.00336569805097445,TRUE,TRUE,TRUE,TRUE,1,1,1,0.00336569805097445,0.230454408998394,0.230454408998394,11.0655274442507,11.0413949885189,"54","2018","Professional Services"
2018,"55",829,62,785,142,1614,204,1818,0.112211221122112,11813680,66170.54359,2.4426,10870078,0.000153889389250428,0.000167248109903167,64592.7998606049,0.000106714965614782,TRUE,FALSE,FALSE,FALSE,0,0,0,0.000106714965614782,0,0,11.0999906820245,11.0758582262927,"55","2018","Management of Companies and Enterprises"
2018,"56",2075,893,4517,552,6592,1445,8037,0.179793455269379,42742310,57756.83903,2.4426,42503574,0.000188033824096077,0.000189089980997833,56379.7082756588,6.5138051684783e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,6.5138051684783e-05,0,0,10.9639970461343,10.9398645904025,"56","2018","Administrative and Support Services"
2018,"61",21532,1098,18747,770,40279,1868,42147,0.0443210667425914,65684760,58556.63826,2.4426,51184228,0.00064165568999567,0.000823437251021936,57160.4374156845,0.000475607446887741,TRUE,TRUE,TRUE,FALSE,1,1,0,0.000475607446887741,0.0443210667425914,0.0443210667425914,10.9777497402251,10.9536172844933,"61","2018","Educational Services"
2018,"62",10075,901,15239,643,25314,1544,26858,0.0574875269938193,103049170,55586.512725,2.4426,92019372,0.000260632860992476,0.000291873324238727,54261.13035495,0.000155499865832599,TRUE,TRUE,FALSE,FALSE,1,0,0,0.000155499865832599,0.0574875269938193,0,10.9256958739237,10.9015634181918,"62","2018","Healthcare"
2018,"71",278,123,489,53,767,176,943,0.186638388123012,11984380,51791.7040366667,2.4426,10534054,7.86857559590066e-05,8.9519191756564e-05,50556.8035530792,5.93693558054667e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,5.93693558054667e-05,0,0,10.8549852616893,10.8308528059575,"71","2018","Arts, Entertainment, and Recreation"
2018,"72",410,296,963,137,1373,433,1806,0.239756367663344,69328240,44197.65509,2.4426,62316340,2.6049990595463e-05,2.89811628860103e-05,43143.8240439036,1.5931616009541e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,1.5931616009541e-05,0,0,10.696427014396,10.6722945586642,"72","2018","Accommodation and Food Services"
2018,"81",748,211,1250,62,1998,273,2271,0.120211360634082,20815350,52413.2133333333,2.4426,19571198,0.000109102176999186,0.000116037863394975,51163.4938329692,6.67818086557604e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,6.67818086557604e-05,0,0,10.8669140013713,10.8427815456395,"81","2018","Other Services"
2019,"11",264,111,210,28,474,139,613,0.226753670473083,2142570,52496.199445,1.8122,2028730,0.000286105004737301,0.000302159479082973,51561.7965676019,0.000141270647153638,TRUE,TRUE,FALSE,FALSE,1,0,0,0.000141270647153638,0.226753670473083,0,10.8684960544355,10.8505363006587,"11","2019","Agriculture, Forestry, Fishing and Hunting"
2019,"21",728,74,923,82,1651,156,1807,0.0863309352517986,3336330,72944.0479666667,1.8122,3852506,0.000541613089832241,0.000469045343472535,71645.6848655335,0.000366203193453819,TRUE,TRUE,FALSE,FALSE,1,0,0,0.000366203193453819,0.0863309352517986,0,11.1974479600351,11.1794882062582,"21","2019","Mining, Quarrying, and Oil and Gas Extraction"
2019,"22",597,69,1250,64,1847,133,1980,0.0671717171717172,2710300,79298.28185,1.8122,2741150,0.000730546433974099,0.000722324571803805,77886.8169531746,0.0002949856811922,TRUE,TRUE,FALSE,FALSE,1,0,0,0.0002949856811922,0.0671717171717172,0,11.2809717409317,11.2630119871549,"22","2019","Utilities"
2019,"23",2348,292,1877,132,4225,424,4649,0.0912024091202409,37021930,60049.6619433333,1.8122,30492796,0.000125574220468787,0.000152462240589548,58980.811674174,4.14130603175911e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,4.14130603175911e-05,0,0,11.0029271979058,10.984967444129,"23","2019","Construction"
2019,"31-33",29162,2413,39934,1872,69096,4285,73381,0.0583938621714068,63050630,61286.0201747619,1.8122,60255010,0.00116384245486524,0.00121784064096911,60195.1634232066,0.000457588505918429,TRUE,TRUE,TRUE,FALSE,1,1,0,0.000457588505918429,0.0583938621714068,0.0583938621714068,11.023307040039,11.0053472862621,"31-33","2019","Manufacturing"
2019,"42",3311,858,6383,373,9694,1231,10925,0.112677345537757,28543880,63952.4983466667,1.8122,28696212,0.000382744041805108,0.000380712269619419,62814.1797806812,0.000125696032633157,TRUE,FALSE,FALSE,FALSE,0,0,0,0.000125696032633157,0,0,11.0658958734318,11.047936119655,"42","2019","Wholesale Trade"
2019,"44-45",6748,1101,13664,933,20412,2034,22446,0.0906174819566961,77902000,48553.6679733333,1.8122,77136482,0.000288131241816641,0.00029099071435485,47689.4399426919,8.67164255689027e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,8.67164255689027e-05,0,0,10.7904250212948,10.772465267518,"44-45","2019","Retail Trade"
2019,"48-49",1258,279,2335,126,3593,405,3998,0.101300650325163,31081970,65838.8883227273,1.8122,25403244,0.000128627625597734,0.000157381474586474,64666.993074236,4.92850440676002e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,4.92850440676002e-05,0,0,11.0949659506812,11.0770061969043,"48-49","2019","Transportation and Warehousing"
2019,"51",14473,2287,25486,1486,39959,3773,43732,0.0862754962041526,13922070,74208.7794983333,1.8122,13556686,0.00314119954863034,0.00322586213179239,72887.9048859894,0.000987999574527285,TRUE,TRUE,TRUE,TRUE,1,1,1,0.000987999574527285,0.0862754962041526,0.0862754962041526,11.2146377442359,11.1966779904591,"51","2019","Information Technology"
2019,"52",16735,1970,37784,1452,54519,3422,57941,0.0590600783555686,29206890,82319.913566,1.8122,28095322,0.00198381272364158,0.00206230062072255,80854.6653210519,0.000553942752462492,TRUE,TRUE,TRUE,FALSE,1,1,0,0.000553942752462492,0.0590600783555686,0.0590600783555686,11.3183683205317,11.3004085667548,"52","2019","Finance and Insurance"
2019,"53",1293,319,1639,91,2932,410,3342,0.122681029323758,11165610,63188.3938766667,1.8122,10042336,0.000299311905036984,0.000332791095617593,62063.6759412592,8.26500925681037e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,8.26500925681037e-05,0,0,11.0538759220789,11.035916168302,"53","2019","Real Estate and Rental and Leasing"
2019,"54",115843,53055,200152,42399,315995,95454,411449,0.231994730817185,46462340,65003.04217,1.8122,41218136,0.00885553762466548,0.00998223209317374,63846.0245137616,0.00336569805097445,TRUE,TRUE,TRUE,TRUE,1,1,1,0.00336569805097445,0.231994730817185,0.231994730817185,11.082189350398,11.0642295966211,"54","2019","Professional Services"
2019,"55",1176,151,1188,106,2364,257,2621,0.0980541777947348,12070050,68394.35345,1.8122,10870078,0.000217149059034552,0.0002411206248934,67176.9723569474,0.000106714965614782,TRUE,FALSE,FALSE,FALSE,0,0,0,0.000106714965614782,0,0,11.1330455483025,11.1150857945256,"55","2019","Management of Companies and Enterprises"
2019,"56",3088,1110,4878,670,7966,1780,9746,0.182639031397496,45795520,58446.214395,1.8122,42503574,0.000212815576720168,0.00022929836441519,57405.9045919841,6.5138051684783e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,6.5138051684783e-05,0,0,10.9758621982502,10.9579024444733,"56","2019","Administrative and Support Services"
2019,"61",25216,1076,24780,1022,49996,2098,52094,0.0402733520175068,65681920,59818.06389,1.8122,51184228,0.000793125414117005,0.00101777445974178,58753.3359361648,0.000475607446887741,TRUE,TRUE,TRUE,FALSE,1,1,0,0.000475607446887741,0.0402733520175068,0.0402733520175068,10.9990629660634,10.9811032122865,"61","2019","Educational Services"
2019,"62",12277,773,18198,676,30475,1449,31924,0.0453890489913545,102494760,56746.3397375,1.8122,92019372,0.000311469581469336,0.000346926949251512,55736.286749034,0.000155499865832599,TRUE,TRUE,FALSE,FALSE,1,0,0,0.000155499865832599,0.0453890489913545,0,10.9463464352459,10.9283866814691,"62","2019","Healthcare"
2019,"71",352,147,436,51,788,198,986,0.200811359026369,11914160,52706.46486,1.8122,10534054,8.27586669979252e-05,9.36011909564922e-05,51768.3193762634,5.93693558054667e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,5.93693558054667e-05,0,0,10.872493399871,10.8545336460942,"71","2019","Arts, Entertainment, and Recreation"
2019,"72",504,221,1133,142,1637,363,2000,0.1815,70255080,45363.081525,1.8122,62316340,2.84676923006849e-05,3.20943110587047e-05,44555.6441418612,1.5931616009541e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,1.5931616009541e-05,0,0,10.7224538709487,10.7044941171718,"72","2019","Accommodation and Food Services"
2019,"81",886,271,1245,97,2131,368,2499,0.147258903561425,20759610,53807.5367766667,1.8122,19571198,0.000120377983979468,0.000127687635677693,52849.7928309836,6.67818086557604e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,6.67818086557604e-05,0,0,10.893168825124,10.8752090713472,"81","2019","Other Services"
2020,"11",60,14,108,17,168,31,199,0.155778894472362,2137470,52764.667015,1.2336,2028730,9.31007218814767e-05,9.80909238784856e-05,52121.6938002798,0.000141270647153638,TRUE,TRUE,FALSE,FALSE,1,0,0,0.000141270647153638,0.155778894472362,0,10.8735970603679,10.8613365287974,"11","2020","Agriculture, Forestry, Fishing and Hunting"
2020,"21",285,19,498,33,783,52,835,0.0622754491017964,2795260,75415.1381266667,1.2336,3852506,0.000298719975959303,0.000216742037520513,74496.1535761513,0.000366203193453819,TRUE,TRUE,FALSE,FALSE,1,0,0,0.000366203193453819,0.0622754491017964,0,11.230763304755,11.2185027731845,"21","2020","Mining, Quarrying, and Oil and Gas Extraction"
2020,"22",201,10,721,31,922,41,963,0.0425752855659398,2674010,82374.28283,1.2336,2741150,0.000360133282972016,0.000351312405377305,81370.4963865752,0.0002949856811922,TRUE,TRUE,FALSE,FALSE,1,0,0,0.0002949856811922,0.0425752855659398,0,11.3190285656061,11.3067680340356,"22","2020","Utilities"
2020,"23",1111,92,1149,66,2260,158,2418,0.065343258891646,36140440,61555.2642766667,1.2336,30492796,6.69056602520611e-05,7.92974183148046e-05,60805.1716788365,4.14130603175911e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,4.14130603175911e-05,0,0,11.0276906564145,11.015430124844,"23","2020","Construction"
2020,"31-33",11612,460,23328,657,34940,1117,36057,0.0309787281249133,60100470,63280.4250566667,1.2336,60255010,0.00059994539144203,0.000598406671909937,62509.3102059659,0.000457588505918429,TRUE,TRUE,TRUE,FALSE,1,1,0,0.000457588505918429,0.0309787281249133,0.0309787281249133,11.0553313194965,11.043070787926,"31-33","2020","Manufacturing"
2020,"42",1295,177,3028,119,4323,296,4619,0.0640831348776792,28032570,62572.8014366667,1.2336,28696212,0.000164772619848983,0.00016096201129264,61810.3094591783,0.000125696032633157,TRUE,FALSE,FALSE,FALSE,0,0,0,0.000125696032633157,0,0,11.0440859808312,11.0318254492607,"42","2020","Wholesale Trade"
2020,"44-45",3408,306,9024,348,12432,654,13086,0.0499770747363595,72420940,49958.2219691667,1.2336,77136482,0.00018069359497405,0.00016964735311626,49349.4471886475,8.67164255689027e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,8.67164255689027e-05,0,0,10.8189423745183,10.8066818429478,"44-45","2020","Retail Trade"
2020,"48-49",496,53,1363,54,1859,107,1966,0.0544252288911495,31502230,67831.0732990909,1.2336,25403244,6.2408280302696e-05,7.73916906045543e-05,67004.5057165713,4.92850440676002e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,4.92850440676002e-05,0,0,11.1247756771835,11.112515145613,"48-49","2020","Transportation and Warehousing"
2020,"51",5529,425,15421,561,20950,986,21936,0.0449489423778264,13555220,77231.157405,1.2336,13556686,0.00161826956700076,0.00161809456972006,76290.0434292567,0.000987999574527285,TRUE,TRUE,TRUE,TRUE,1,1,1,0.000987999574527285,0.0449489423778264,0.0449489423778264,11.25455824792,11.2422977163495,"51","2020","Information Technology"
2020,"52",6623,287,22221,419,28844,706,29550,0.0238917089678511,29174450,84111.605266,1.2336,28095322,0.00101287256486412,0.00105177651994877,83086.6483716869,0.000553942752462492,TRUE,TRUE,TRUE,FALSE,1,1,0,0.000553942752462492,0.0238917089678511,0.0238917089678511,11.3398998300912,11.3276392985207,"52","2020","Finance and Insurance"
2020,"53",488,71,812,51,1300,122,1422,0.0857946554149086,10770550,64010.0229733333,1.2336,10042336,0.000132026683874083,0.000141600520038366,63230.0174777281,8.26500925681037e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,8.26500925681037e-05,0,0,11.0667949590382,11.0545344274677,"53","2020","Real Estate and Rental and Leasing"
2020,"54",53033,11865,116518,14742,169551,26607,196158,0.135640657021381,46383060,67335.34068,1.2336,41218136,0.0042290870848107,0.00475902161126355,66514.8139352942,0.00336569805097445,TRUE,TRUE,TRUE,TRUE,1,1,1,0.00336569805097445,0.135640657021381,0.135640657021381,11.1174404993501,11.1051799677796,"54","2020","Professional Services"
2020,"55",458,20,479,37,937,57,994,0.0573440643863179,11846390,70153.43716,1.2336,10870078,8.39074182092604e-05,9.14436860526668e-05,69298.5700004742,0.000106714965614782,TRUE,FALSE,FALSE,FALSE,0,0,0,0.000106714965614782,0,0,11.1584400816218,11.1461795500513,"55","2020","Management of Companies and Enterprises"
2020,"56",1216,357,2697,256,3913,613,4526,0.135439681838268,42632800,60937.930765,1.2336,42503574,0.000106162391398172,0.000106485162871245,60195.3607942422,6.5138051684783e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,6.5138051684783e-05,0,0,11.0176110966793,11.0053505651088,"56","2020","Administrative and Support Services"
2020,"61",11595,256,13089,335,24684,591,25275,0.0233827893175074,63038990,61399.98033,1.2336,51184228,0.000400942337432754,0.000493804458670354,60651.7799722622,0.000475607446887741,TRUE,TRUE,TRUE,FALSE,1,1,0,0.000475607446887741,0.0233827893175074,0.0233827893175074,11.0251647937769,11.0129042622064,"61","2020","Educational Services"
2020,"62",5785,213,9992,287,15777,500,16277,0.0307181913128955,100734580,58364.8665225,1.2336,92019372,0.000161583043280669,0.000176886666864016,57653.6510827433,0.000155499865832599,TRUE,TRUE,FALSE,FALSE,1,0,0,0.000155499865832599,0.0307181913128955,0,10.9744693871399,10.9622088555694,"62","2020","Healthcare"
2020,"71",163,37,245,19,408,56,464,0.120689655172414,8895330,54536.3797833333,1.2336,10534054,5.21622019644015e-05,4.40476192736434e-05,53871.8170482264,5.93693558054667e-05,TRUE,FALSE,FALSE,FALSE,0,0,0,5.93693558054667e-05,0,0,10.9066232769199,10.8943627453494,"71","2020","Arts, Entertainment, and Recreation"
