,Employer (Petitioner) Name,Petitioner State,Original_NAICS,Matched_NAICS,Final_NAICS,Standardized_Original_NAICS,Standardized_Matched_NAICS,Standardized_Final_NAICS,NAICS_Source
11272,CERISE DESIGNS CORP,NY,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11283,CERTIFIED DENTAL SUPPLY LLC,NJ,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11287,CERTIFIED OF NEW YORK INC,NY,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
11289,CERTIFIED TILE AND MARBLE,CA,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
11294,CES CONSULTANTS INC,FL,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
11296,CESAR SANTIAGO ENTERTAINMENT CORP,PR,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
11308,CEXCHANGE LLC,TX,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11311,CF KENT HOSPITALITY INC,CA,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
11313,CFA INSTITUTE,VA,,"('52', 'Finance and Insurance')","('52', 'Finance and Insurance')","('Unknown', 'Unknown or Unclassified Industries')","('52', 'Finance and Insurance')","('52', 'Finance and Insurance')",Matched (exact_state_full)
11335,CGGVERITAS SERVICES (US) INC,TX,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
11339,CGH TECHNOLOGIES INC,DC,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
11349,CGO CONSTRUCTION CO INC,CA,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
11358,CH REYNOLDS ELECTRIC INC,CA,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
11359,CH TRADING CO,NV,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11362,CH2M HILL ENGINEERING SVCS INC,CO,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
11363,CH2M HILL ENGINEERS INC,TX,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_full_any_state)
11364,CH2M HILL ENGINEERS INC,CO,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
11365,CH2M HILL ENGINEERS INC,TX,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_full_any_state)
11366,CH2M HILL INC,TX,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_full_any_state)
11367,CH2M HILL INC,CO,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
11375,CHACHA SEARCH INC,IN,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
11377,CHADE FASHIONS INC,IL,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11378,CHAIN & FANTASIA INC,NY,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11382,CHAINALYTICS LLC,GA,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
11385,CHAIONE INC,TX,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
11390,CHALLENGEPOST INC,NY,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
11396,CHAMARTIN INC DBA VALLEY RECYCLING,CA,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (token_based)
11406,CHAMPION POWER EQUIPMENT INC,CA,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11409,CHAMPION TECHNOLOGY SERVICES INC,LA,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
11412,CHAMPIONS UNITED GYMNASTICS ACADEM,NJ,,"('73', 'Unknown or Unclassified Industries')","('73', 'Unknown or Unclassified Industries')","('Unknown', 'Unknown or Unclassified Industries')","('73', 'Unknown or Unclassified Industries')","('73', 'Unknown or Unclassified Industries')",Matched (exact_state_core)
11414,CHAMPLAIN VALLEY PHYSICIANS HOSP,NY,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_core)
11415,CHAMPLAIN VALLEY PHYSICIANS HOSP M,NY,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_core)
11446,CHANGYOU COM US INC,CA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
11460,CHAPO INTL INC,CA,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
11463,CHARAN ELECTRICAL ENTERPRISES INC,NY,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
11464,CHARDAN CAPITAL MARKETS,NY,,"('52', 'Finance and Insurance')","('52', 'Finance and Insurance')","('Unknown', 'Unknown or Unclassified Industries')","('52', 'Finance and Insurance')","('52', 'Finance and Insurance')",Matched (exact_state_full)
11467,CHARITYUSA COM LLC,WA,,"('44-45', 'Retail Trade')","('44-45', 'Retail Trade')","('Unknown', 'Unknown or Unclassified Industries')","('44-45', 'Retail Trade')","('44-45', 'Retail Trade')",Matched (exact_state_full)
11495,CHARLES ROSE ARCHITECTS INC,MA,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
11502,CHARLEVOIX AREA HOSPITAL,MI,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (token_based)
11504,CHARLIE ROSE INC,NY,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
11520,CHARMING GARMENT SUPPLY INC,CA,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11524,CHARTER COMMUNICATIONS INC,MO,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
11525,CHARTER COMMUNICATIONS INC,MO,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
11530,CHARTER OAK HEALTH CTR INC,CT,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_core)
11548,CHASE GALLERY INC,VA,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
11558,CHATHAM FINANCIAL CORPORATION,PA,,"('52', 'Finance and Insurance')","('52', 'Finance and Insurance')","('Unknown', 'Unknown or Unclassified Industries')","('52', 'Finance and Insurance')","('52', 'Finance and Insurance')",Matched (exact_state_full)
11573,CHECKFREE SERVICES CORPORATION,NJ,,"('52', 'Finance and Insurance')","('52', 'Finance and Insurance')","('Unknown', 'Unknown or Unclassified Industries')","('52', 'Finance and Insurance')","('52', 'Finance and Insurance')",Matched (exact_full_any_state)
11585,CHEERS DISTRIBUTORS INC,FL,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11594,CHELMSFORD PEDIATRICS LLC,MA,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_full)
11599,CHEM MASTER GROUP CORPORATION,TX,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11600,CHEM MEDICAL INC,FL,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11618,CHEMIR ANALYTICAL SVCS LLC,MO,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
11619,CHEMIUM INTERNATIONAL CORP,FL,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
11621,CHEMOIL CORPORATION,CA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
11622,CHEMOIL CORPORATION,NY,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11629,CHEMTECH CONSULTING GROUP INC,NJ,,"('61', 'Educational Services')","('61', 'Educational Services')","('Unknown', 'Unknown or Unclassified Industries')","('61', 'Educational Services')","('61', 'Educational Services')",Matched (exact_state_full)
11638,CHENCO INC,NJ,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
11639,CHENEY BROS INC,FL,,"('31-33', 'Manufacturing')","('31-33', 'Manufacturing')","('Unknown', 'Unknown or Unclassified Industries')","('31-33', 'Manufacturing')","('31-33', 'Manufacturing')",Matched (exact_full_any_state)
11641,CHENGZHI CORP,CA,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11646,CHEP USA,FL,,"('53', 'Real Estate and Rental and Leasing')","('53', 'Real Estate and Rental and Leasing')","('Unknown', 'Unknown or Unclassified Industries')","('53', 'Real Estate and Rental and Leasing')","('53', 'Real Estate and Rental and Leasing')",Matched (exact_state_full)
11659,CHESAPEAKE BAY DISTRIBUTING CO INC,VA,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11660,CHESAPEAKE BAY INTERNATIONAL INC,FL,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11662,CHESAPEAKE HEALTH SERVICES LLC,VA,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_full)
11680,CHESTERFIELD/MARLBORO LP DBA MARLB,SC,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (token_based)
11685,CHETU INC,FL,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
11686,CHETU INC,FL,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
11689,CHEUNG KONG HOLDING INC DBA UNITED,GA,,"('55', 'Management of Companies and Enterprises')","('55', 'Management of Companies and Enterprises')","('Unknown', 'Unknown or Unclassified Industries')","('55', 'Management of Companies and Enterprises')","('55', 'Management of Companies and Enterprises')",Matched (exact_state_core)
11690,CHEVRON CORPORATION,CA,,"('21', 'Mining, Quarrying, and Oil and Gas Extraction')","('21', 'Mining, Quarrying, and Oil and Gas Extraction')","('Unknown', 'Unknown or Unclassified Industries')","('21', 'Mining, Quarrying, and Oil and Gas Extraction')","('21', 'Mining, Quarrying, and Oil and Gas Extraction')",Matched (exact_state_full)
11704,CHH QUALITY PRODUCT INC,CA,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
11712,CHICAGO ASSN FOR RESEARCH & ED IN,IL,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_core)
11724,CHICAGO FOOD CORP,IL,,"('44-45', 'Retail Trade')","('44-45', 'Retail Trade')","('Unknown', 'Unknown or Unclassified Industries')","('44-45', 'Retail Trade')","('44-45', 'Retail Trade')",Matched (exact_state_full)
11725,CHICAGO FOOD CORP,IL,,"('44-45', 'Retail Trade')","('44-45', 'Retail Trade')","('Unknown', 'Unknown or Unclassified Industries')","('44-45', 'Retail Trade')","('44-45', 'Retail Trade')",Matched (exact_state_full)
11733,CHICAGO PUBLIC SCHOOLS,IL,,"('61', 'Educational Services')","('61', 'Educational Services')","('Unknown', 'Unknown or Unclassified Industries')","('61', 'Educational Services')","('61', 'Educational Services')",Matched (exact_state_full)
11750,CHICONY AMERICA INC,CA,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11762,CHILD MIND INSTITUTE INC,NY,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_full)
11764,CHILD PROVIDER SPECIALISTS INC,FL,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
11771,CHILDREN APPAREL CLUB,NY,,"('31-33', 'Manufacturing')","('31-33', 'Manufacturing')","('Unknown', 'Unknown or Unclassified Industries')","('31-33', 'Manufacturing')","('31-33', 'Manufacturing')",Matched (token_based)
11779,CHILDREN S HOSP & RESEARCH CTR OAK,CA,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (token_based)
11785,CHILDREN S HOSP MED CTR OF AKRON,OH,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (token_based)
11793,CHILDREN S HOSPITAL CORP,MA,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_full)
11807,CHILDREN S NATIONAL MEDICAL CENTER,DC,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_full)
11822,CHILDREN'S DENTAL CLINIC OF TULSA,OK,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_full)
11842,CHILTERN INTERNATIONAL INC,TN,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
11848,CHINA 3C GROUP,NJ,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11855,CHINA CONSTRUCTION AMERICA INC,NY,,"('80', 'Unknown or Unclassified Industries')","('80', 'Unknown or Unclassified Industries')","('Unknown', 'Unknown or Unclassified Industries')","('80', 'Unknown or Unclassified Industries')","('80', 'Unknown or Unclassified Industries')",Matched (exact_full_any_state)
11856,CHINA CONSTRUCTION AMERICA OF S CA,NY,,"('80', 'Unknown or Unclassified Industries')","('80', 'Unknown or Unclassified Industries')","('Unknown', 'Unknown or Unclassified Industries')","('80', 'Unknown or Unclassified Industries')","('80', 'Unknown or Unclassified Industries')",Matched (exact_core_any_state)
11857,CHINA CONSTRUCTION AMERICA OF SC I,NY,,"('80', 'Unknown or Unclassified Industries')","('80', 'Unknown or Unclassified Industries')","('Unknown', 'Unknown or Unclassified Industries')","('80', 'Unknown or Unclassified Industries')","('80', 'Unknown or Unclassified Industries')",Matched (exact_core_any_state)
11873,CHINA TELECOM (AMERICAS) CORP,VA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
11874,CHINA TELECOM (AMERICAS) CORP,CA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_full_any_state)
11876,CHINA TIRE WAREHOUSE INC,CA,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (token_based)
11882,CHINACACHE NORTH AMERICA INC,CA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
11885,CHINASPROUT INC,NY,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11889,CHINATOWN MANPOWER PRJECT INC,NY,,"('61', 'Educational Services')","('61', 'Educational Services')","('Unknown', 'Unknown or Unclassified Industries')","('61', 'Educational Services')","('61', 'Educational Services')",Matched (token_based)
11896,CHINESE AMERICAN INTL SCHOOL,CA,,"('61', 'Educational Services')","('61', 'Educational Services')","('Unknown', 'Unknown or Unclassified Industries')","('61', 'Educational Services')","('61', 'Educational Services')",Matched (exact_state_full)
11900,CHINESE CHRISTIAN HERALD CRUSADES,NY,,"('81', 'Other Services (except Public Administration)')","('81', 'Other Services (except Public Administration)')","('Unknown', 'Unknown or Unclassified Industries')","('81', 'Other Services (except Public Administration)')","('81', 'Other Services (except Public Administration)')",Matched (exact_state_full)
11903,CHINESE COMMUNITY CENTER INC,TX,,"('61', 'Educational Services')","('61', 'Educational Services')","('Unknown', 'Unknown or Unclassified Industries')","('61', 'Educational Services')","('61', 'Educational Services')",Matched (exact_state_full)
11915,CHINESE MEDIA NET INC,NY,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
11932,CHIPITA AMERICA INC,IL,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
11964,CHOICE CAP INC,TX,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
11977,CHOIS INTL INC,GA,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
11984,CHOOCHEE INC,CA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
11991,CHOREN USA LLC,TX,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
11992,CHOSUN DAILY NEWS LLC,GA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
11996,CHOWEL WELDPARTS INC,CA,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
12003,CHRISCO OILFIELD SPECIALTY LLC,ND,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
12006,CHRIST CHURCH OF CENTRAL AUSTIN,TX,,"('81', 'Other Services (except Public Administration)')","('81', 'Other Services (except Public Administration)')","('Unknown', 'Unknown or Unclassified Industries')","('81', 'Other Services (except Public Administration)')","('81', 'Other Services (except Public Administration)')",Matched (exact_state_full)
12035,CHRISTIE'S INC,NY,,"('71', 'Arts, Entertainment, and Recreation')","('71', 'Arts, Entertainment, and Recreation')","('Unknown', 'Unknown or Unclassified Industries')","('71', 'Arts, Entertainment, and Recreation')","('71', 'Arts, Entertainment, and Recreation')",Matched (exact_state_full)
12038,CHRISTINE WANG & ASSOCIATES LTD,VA,,"('13', 'Unknown or Unclassified Industries')","('13', 'Unknown or Unclassified Industries')","('Unknown', 'Unknown or Unclassified Industries')","('13', 'Unknown or Unclassified Industries')","('13', 'Unknown or Unclassified Industries')",Matched (exact_state_full)
12062,CHROMOCELL CORPORATION,NJ,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
12068,CHRYSLER GROUP LLC,MI,,"('31-33', 'Manufacturing')","('31-33', 'Manufacturing')","('Unknown', 'Unknown or Unclassified Industries')","('31-33', 'Manufacturing')","('31-33', 'Manufacturing')",Matched (exact_state_full)
12094,CHYRON CORPORATION,NY,,"('31-33', 'Manufacturing')","('31-33', 'Manufacturing')","('Unknown', 'Unknown or Unclassified Industries')","('31-33', 'Manufacturing')","('31-33', 'Manufacturing')",Matched (exact_state_full)
12103,CIBER INC,CO,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
12114,CIBO VITA INC,NJ,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
12124,CICC INVESTMENT MGT (USA) INC,NY,,"('52', 'Finance and Insurance')","('52', 'Finance and Insurance')","('Unknown', 'Unknown or Unclassified Industries')","('52', 'Finance and Insurance')","('52', 'Finance and Insurance')",Matched (token_based)
12129,CICERONE CAPITAL LLC,NY,,"('52', 'Finance and Insurance')","('52', 'Finance and Insurance')","('Unknown', 'Unknown or Unclassified Industries')","('52', 'Finance and Insurance')","('52', 'Finance and Insurance')",Matched (exact_state_full)
12130,CID RESOURCES INC,TX,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
